# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1097531	1098439	-	LCCHNM_05480	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_001025694.1, SO:0001217, UniParc:UPI0001E53E33, UniRef:UniRef100_A0A0T7K351, UniRef:UniRef50_S3AL33, UniRef:UniRef90_S3AL33
contig_1	cds	1098796	1099089	-	LCCHNM_05485	rpmA	50S ribosomal protein L27	COG:COG0211, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_000916509.1, SO:0001217, UniParc:UPI00000516EC, UniRef:UniRef100_Q04KI2, UniRef:UniRef50_P66137, UniRef:UniRef90_P66137
contig_1	cds	1099106	1099450	-	LCCHNM_05490	ysxB	DUF464 domain-containing protein	COG:COG2868, COG:S, RefSeq:WP_000613699.1, SO:0001217, UniParc:UPI00000E358E, UniRef:UniRef100_A0A3A4RTH9, UniRef:UniRef50_U5P6W7, UniRef:UniRef90_A0A0B7LRQ9
contig_1	cds	1099466	1099780	-	LCCHNM_05495	rplU	50S ribosomal protein L21	COG:COG0261, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_000109141.1, SO:0001217, UniParc:UPI00000C9CBD, UniRef:UniRef100_Q04KI4, UniRef:UniRef50_Q5M159, UniRef:UniRef90_Q8DUQ6
contig_1	cds	1100061	1100747	-	LCCHNM_05500	yoaK	Uncharacterized membrane protein YoaK, UPF0700 family	COG:COG3619, COG:S, SO:0001217, UniRef:UniRef50_A0A0U0KHI7, UniRef:UniRef90_A0A0T7K9E0
contig_1	cds	1100901	1101878	+	LCCHNM_05505	mviM	putative dehydrogenase	COG:COG0673, COG:R, SO:0001217, UniRef:UniRef50_A0A380JK88, UniRef:UniRef90_E9FL82
contig_1	cds	1101875	1102957	+	LCCHNM_05510	srmB	Superfamily II DNA and RNA helicase	COG:COG0513, COG:L, SO:0001217, UniRef:UniRef50_A0A380JIZ2, UniRef:UniRef90_A0A0B7LBJ4
contig_1	cds	1102982	1103359	-	LCCHNM_05515	ywiB	DUF1934 domain-containing protein	COG:COG4506, COG:S, SO:0001217, UniRef:UniRef50_I1ZMY2, UniRef:UniRef90_A0A110A1F6
contig_1	cds	1103431	1104735	+	LCCHNM_05520	ydhJ	HD superfamily phosphohydrolase	COG:COG1078, COG:R, SO:0001217, UniRef:UniRef50_H5SYR4, UniRef:UniRef90_F2QE30
contig_1	cds	1104748	1105554	+	LCCHNM_05525	yidA	sugar-phosphatase	COG:COG0561, COG:HR, SO:0001217, UniRef:UniRef50_A0A074ISA8, UniRef:UniRef90_A0A7T4H4M7
contig_1	cds	1105788	1106480	-	LCCHNM_05530		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_E1LSN8, UniRef:UniRef90_E1LSN8
contig_1	cds	1106494	1107003	-	LCCHNM_05535		MFS transporter	SO:0001217, UniRef:UniRef50_A0A7G1IWA6, UniRef:UniRef90_A0A7G1IWA6
contig_1	cds	1107392	1108249	+	LCCHNM_05540		HTH cro/C1-type domain-containing protein	SO:0001217, UniParc:UPI00061F2C87, UniRef:UniRef100_A0A0F2DGD3, UniRef:UniRef50_S1N6P4, UniRef:UniRef90_V8BAC7
contig_1	cds	1108431	1109033	-	LCCHNM_05545		Lantibiotic streptin immunity protein	SO:0001217, UniParc:UPI0006200E7D, UniRef:UniRef100_A0A428DJQ1, UniRef:UniRef50_Q8CYS8, UniRef:UniRef90_A0A428DJQ1
contig_1	cds	1109143	1109700	-	LCCHNM_05550		CYTH domain-containing protein	RefSeq:WP_060628099.1, SO:0001217, UniParc:UPI0006BDC6FC, UniRef:UniRef100_A0A0M4JVH3, UniRef:UniRef50_D3H9F8, UniRef:UniRef90_D3H9F8
contig_1	cds	1109925	1110791	-	LCCHNM_05555		Transcriptional activator	RefSeq:WP_261066834.1, SO:0001217, UniParc:UPI0013210467, UniRef:UniRef100_A0A6I1UIN7, UniRef:UniRef50_D0RX38, UniRef:UniRef90_A0A0F2DEL6
contig_1	tRNA	1111479	1111550	-	LCCHNM_05560	trnR	tRNA-Arg(cct)	SO:0001036
contig_1	cds	1111593	1111940	-	LCCHNM_05565	rplS	50S ribosomal protein L19	COG:COG0335, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_001068669.1, SO:0001217, UniParc:UPI00000517B3, UniRef:UniRef100_B5E529, UniRef:UniRef50_P66084, UniRef:UniRef90_P66084
contig_1	cds	1112059	1112388	-	LCCHNM_05570	crcB	fluoride efflux transporter CrcB	COG:COG0239, COG:DP, RefSeq:WP_049516595.1, SO:0001217, UniParc:UPI00066BC57D, UniRef:UniRef100_A0A6I1UGK9, UniRef:UniRef50_Q8DPG7, UniRef:UniRef90_A0A0Y3N512
contig_1	cds	1112382	1112756	-	LCCHNM_05575	crcB	fluoride efflux transporter CrcB	COG:COG0239, COG:DP, GO:0005886, GO:1903424, GO:1903425, RefSeq:WP_049544064.1, SO:0001217, UniParc:UPI00066C7A91, UniRef:UniRef100_A0A6I1UJF3, UniRef:UniRef50_Q8DPG6, UniRef:UniRef90_Q8DPG6
contig_1	cds	1112753	1113019	-	LCCHNM_05580	pheA	Chorismate mutase	COG:COG1605, COG:E, RefSeq:WP_000362440.1, SO:0001217, UniParc:UPI00000517B6, UniRef:UniRef100_A0A062WP32, UniRef:UniRef50_A0A0U0PDK7, UniRef:UniRef90_A0A0U0PDK7
contig_1	cds	1113135	1113578	-	LCCHNM_05585	fldA	flavodoxin	COG:C, COG:COG0716, RefSeq:WP_001162128.1, SO:0001217, UniParc:UPI00000517B7, UniRef:UniRef100_A0A3A4NEQ4, UniRef:UniRef50_A0A367CCB7, UniRef:UniRef90_A0A0F2CWW2
contig_1	cds	1113682	1114617	+	LCCHNM_05590	nrnA	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	COG:COG0618, COG:FT, SO:0001217, UniParc:UPI0021B625C4, UniRef:UniRef100_UPI0021B625C4, UniRef:UniRef50_Q8DTN6, UniRef:UniRef90_A0A064C0R5
contig_1	cds	1114713	1114955	+	LCCHNM_05595	rpmE2	type B 50S ribosomal protein L31	COG:COG0254, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_000710764.1, SO:0001217, UniParc:UPI0000132FA8, UniRef:UniRef100_Q04K26, UniRef:UniRef50_A3CNB9, UniRef:UniRef90_Q04K26
contig_1	cds	1115243	1116058	-	LCCHNM_05600	elsH	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	COG:COG3568, COG:R, EC:3.1.3.90, KEGG:K06896, SO:0001217, UniRef:UniRef50_A3CPT5, UniRef:UniRef90_E0PQB9
contig_1	cds	1116110	1118290	-	LCCHNM_05605	exp5	PTS system glucose-specific EIICBA component	COG:COG2190, COG:G, EC:2.7.1.199, GO:0005886, GO:0008982, GO:0009401, GO:0016301, GO:0016310, SO:0001217, UniRef:UniRef50_P35595, UniRef:UniRef90_P35595
contig_1	cds	1118475	1119401	-	LCCHNM_05610	ftsX	permease-like cell division protein FtsX	BlastRules:WP_000625533, BlastRules:WP_000645021, BlastRules:WP_003416117, BlastRules:WP_009968247, COG:COG2177, COG:D, GO:0005886, GO:0007049, GO:0051301, RefSeq:WP_125456331.1, SO:0001217, UniParc:UPI000F6871C4, UniRef:UniRef100_A0A428E9V9, UniRef:UniRef50_Q04LE4, UniRef:UniRef90_Q04LE4
contig_1	cds	1119394	1120086	-	LCCHNM_05615	ftsE	cell division ATP-binding protein FtsE	COG:COG2884, COG:D, RefSeq:WP_247953178.1, SO:0001217, UniParc:UPI002000BF99, UniRef:UniRef100_UPI002000BF99, UniRef:UniRef50_A0A064BZ20, UniRef:UniRef90_A0A064BZ20
contig_1	cds	1120104	1121081	-	LCCHNM_05620	prfB	peptide chain release factor 2	COG:COG1186, COG:J, GO:0005737, GO:0016149, KEGG:K02836, SO:0001217, UniRef:UniRef50_Q8Y4D8, UniRef:UniRef90_Q2MGI2
contig_1	sorf	1121125	1121199	-	LCCHNM_05625	prfB	peptide chain release factor 2	COG:COG1186, COG:J, GO:0005737, GO:0016149, KEGG:K02836, SO:0001217, UniParc:UPI0003251BEF, UniRef:UniRef100_Q2MGI2, UniRef:UniRef50_Q8Y4D8, UniRef:UniRef90_Q2MGI2
contig_1	cds	1121307	1121963	-	LCCHNM_05630	cBS	CBS domain	COG:COG0517, COG:T, RefSeq:WP_000268667.1, SO:0001217, UniParc:UPI0001E53939, UniRef:UniRef100_A0A081PY70, UniRef:UniRef50_A0A428E4Z9, UniRef:UniRef90_A0A428E4Z9
contig_1	cds	1122273	1122983	-	LCCHNM_05635	livF	ABC-type branched-chain amino acid transport system, ATPase component LivF	COG:COG0410, COG:E, RefSeq:WP_000062200.1, SO:0001217, UniParc:UPI0001E5393A, UniRef:UniRef100_A0A3A4N9B1, UniRef:UniRef50_A0A1Q5SC05, UniRef:UniRef90_A0A1S0ZD12
contig_1	cds	1122983	1123747	-	LCCHNM_05640	livG	ABC-type branched-chain amino acid transport system, ATPase component LivG	COG:COG0411, COG:E, RefSeq:WP_001185997.1, SO:0001217, UniParc:UPI0001E52CBD, UniRef:UniRef100_A0A3A4MSF5, UniRef:UniRef50_B8E188, UniRef:UniRef90_A0A064BX67
contig_1	cds	1123747	1124703	-	LCCHNM_05645	livM	ABC-type branched-chain amino acid transport system, permease component	COG:COG4177, COG:E, SO:0001217, UniRef:UniRef50_R3WJV6, UniRef:UniRef90_K8MTQ7
contig_1	cds	1124707	1125576	-	LCCHNM_05650	livH	Branched-chain amino acid ABC-type transport system, permease component	COG:COG0559, COG:E, RefSeq:WP_000941427.1, SO:0001217, UniParc:UPI0001C4A69B, UniRef:UniRef100_A0A0T8TJV0, UniRef:UniRef50_Q8DQI0, UniRef:UniRef90_Q8DQI0
contig_1	cds	1125693	1126853	-	LCCHNM_05655	livK	ABC-type branched-chain amino acid transport system, periplasmic component	COG:COG0683, COG:E, RefSeq:WP_020903477.1, SO:0001217, UniParc:UPI00035A845D, UniRef:UniRef100_A0A150NNF1, UniRef:UniRef50_A4VWM5, UniRef:UniRef90_A0A0F2DGM6
contig_1	cds	1126932	1127207	-	LCCHNM_05660	ylbG	UPF0298 protein	COG:COG4471, COG:S, RefSeq:WP_004261600.1, SO:0001217, UniParc:UPI0003283972, UniRef:UniRef100_R0MC87, UniRef:UniRef50_Q04LF3, UniRef:UniRef90_E1LJX1
contig_1	cds	1127286	1127876	-	LCCHNM_05665	clpP	ATP-dependent Clp protease proteolytic subunit ClpP	BlastRules:WP_000613477, COG:COG0740, COG:O, EC:3.4.21.92, GO:0004176, GO:0004252, GO:0005737, GO:0006508, RefSeq:WP_000613475.1, SO:0001217, UniParc:UPI0001E52CB9, UniRef:UniRef100_A0A0T8UDD4, UniRef:UniRef50_Q9ZAB0, UniRef:UniRef90_Q3JZV0
contig_1	cds	1128050	1128679	-	LCCHNM_05670	upp	uracil phosphoribosyltransferase	COG:COG0035, COG:F, EC:2.4.2.9, GO:0000287, GO:0004845, GO:0005525, GO:0006223, GO:0044206, KEGG:K00761, RefSeq:WP_000515974.1, SO:0001217, UniParc:UPI00001AAC7E, UniRef:UniRef100_Q8DQI3, UniRef:UniRef50_Q8DQI3, UniRef:UniRef90_Q8DQI3
contig_1	cds	1128768	1129235	-	LCCHNM_05675	comEB	Deoxycytidylate deaminase	COG:COG2131, COG:F, RefSeq:WP_000136976.1, SO:0001217, UniParc:UPI000005157B, UniRef:UniRef100_A0A062WP57, UniRef:UniRef50_A0A0F2CI67, UniRef:UniRef90_A0A0F2DFI9
contig_1	cds	1129232	1129810	-	LCCHNM_05680	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, SO:0001217, UniRef:UniRef50_S3ALK8, UniRef:UniRef90_S3ALK8
contig_1	cds	1129935	1130780	+	LCCHNM_05685	degV	DegV domain-containing protein SP-0742	COG:COG1307, COG:I, GO:0008289, SO:0001217, UniRef:UniRef50_Q4L2X1, UniRef:UniRef90_Q8DQI6
contig_1	cds	1130884	1132011	+	LCCHNM_05690	yhiN	putative flavoprotein YhiN	COG:COG2081, COG:R, SO:0001217, UniRef:UniRef50_Q8DVS5, UniRef:UniRef90_Q8DQI7
contig_1	cds	1132060	1132581	+	LCCHNM_05695		DUF1697 domain-containing protein	RefSeq:WP_247942522.1, SO:0001217, UniParc:UPI00200096D3, UniRef:UniRef100_UPI00200096D3, UniRef:UniRef50_D3H9W6, UniRef:UniRef90_D3H9W6
contig_1	cds	1132623	1133363	-	LCCHNM_05700	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, SO:0001217, UniRef:UniRef50_S3AEZ8, UniRef:UniRef90_E9FKD6
contig_1	cds	1133705	1135045	+	LCCHNM_05705		Transporter	SO:0001217, UniRef:UniRef50_J1GXE2, UniRef:UniRef90_J1GXE2
contig_1	cds	1135086	1136030	-	LCCHNM_05710	manA	mannose-6-phosphate isomerase, class I	COG:COG1482, COG:G, SO:0001217, UniRef:UniRef50_Q59935, UniRef:UniRef90_A0A0E9A4U1
contig_1	cds	1136151	1137590	-	LCCHNM_05715		Glycoside hydrolase family 1	SO:0001217, UniRef:UniRef50_A0A0Y3KN06, UniRef:UniRef90_A0A0Y3KN06
contig_1	cds	1137722	1137982	-	LCCHNM_05720		MtN3/saliva family protein	RefSeq:WP_070528089.1, SO:0001217, UniParc:UPI0007930B6A, UniRef:UniRef100_A0A150NN58, UniRef:UniRef50_R2SRT3, UniRef:UniRef90_I1ZKR6
contig_1	cds	1138160	1138315	-	LCCHNM_05725		Lipoprotein	RefSeq:WP_180820867.1, SO:0001217, UniParc:UPI0005E412C1, UniRef:UniRef100_A0A0U0KIF4, UniRef:UniRef50_F9MK76, UniRef:UniRef90_E1LRG8
contig_1	cds	1138599	1138946	-	LCCHNM_05730		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_D3H9X2, UniRef:UniRef90_D3H9X2
contig_1	cds	1139102	1140877	-	LCCHNM_05735	spxB	pyruvate oxidase	COG:COG0028, COG:EH, EC:1.2.3.3, GO:0000287, GO:0030976, GO:0047112, RefSeq:WP_000191811.1, SO:0001217, UniParc:UPI0001E53A9B, UniRef:UniRef100_A0A059VAF7, UniRef:UniRef50_P37063, UniRef:UniRef90_Q54970
contig_1	cds	1141216	1143459	-	LCCHNM_05740	zntA	Cation-transporting P-type ATPase	COG:COG2217, COG:P, SO:0001217, UniRef:UniRef50_A0A239XMU9, UniRef:UniRef90_A0A150NTI0
contig_1	cds	1143469	1143840	-	LCCHNM_05745		Plastocyanin domain containing protein	COG:COG4633, COG:R, RefSeq:WP_000935055.1, SO:0001217, UniParc:UPI0002180D88, UniRef:UniRef100_A0A0U0A2V7, UniRef:UniRef50_A0A0F2E4I4, UniRef:UniRef90_A0A0F2E4I4
contig_1	cds	1143851	1144246	-	LCCHNM_05750	copY	CopY/TcrY family copper transport repressor	COG:COG3682, COG:K, SO:0001217, UniRef:UniRef50_E8KAI8, UniRef:UniRef90_E1LRG3
contig_1	ncRNA-region	1144430	1144527	+			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	1144611	1145402	+	LCCHNM_05755		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	SO:0001217, UniRef:UniRef50_P66915
contig_1	cds	1145562	1146194	-	LCCHNM_05760	thiE2	Thiamine-phosphate synthase 2	COG:COG0352, COG:H, EC:2.5.1.3, GO:0000287, GO:0004789, GO:0005737, GO:0009228, GO:0009229, SO:0001217, UniRef:UniRef50_P66920, UniRef:UniRef90_P66920
contig_1	cds	1146187	1146990	-	LCCHNM_05765		Hydroxyethylthiazole kinase 2	SO:0001217, UniRef:UniRef50_Q04LH2
contig_1	cds	1146990	1147514	-	LCCHNM_05770	thiW	energy coupling factor transporter S component ThiW	COG:COG4732, COG:H, SO:0001217, UniRef:UniRef50_A0A5R8LNX2, UniRef:UniRef90_R0P1S8
contig_1	cds	1147519	1148211	-	LCCHNM_05775	tenA	thiaminase II	COG:COG0819, COG:H, SO:0001217, UniRef:UniRef50_A0A0B7LLR0, UniRef:UniRef90_A0A0B7LLR0
contig_1	cds	1148222	1148872	-	LCCHNM_05780		Cobalt ABC transporter permease	SO:0001217, UniRef:UniRef50_I0QJX5, UniRef:UniRef90_F2QEJ1
contig_1	cds	1148874	1150259	-	LCCHNM_05785		Cobalt or other cation ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0E7Z2L0
contig_1	cds	1150260	1150820	-	LCCHNM_05790	ykoE	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component	COG:COG4721, COG:H, SO:0001217, UniRef:UniRef50_Q8DQK3, UniRef:UniRef90_G6C7D6
contig_1	ncRNA-region	1150976	1151064	-			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	1151275	1151904	-	LCCHNM_05795	thiE1	Thiamine-phosphate synthase 1	COG:COG0352, COG:H, EC:2.5.1.3, GO:0000287, GO:0004789, GO:0005737, GO:0009228, GO:0009229, SO:0001217, UniRef:UniRef50_Q8DQK4, UniRef:UniRef90_Q8DQK4
contig_1	cds	1151906	1152688	-	LCCHNM_05800	thiM	hydroxyethylthiazole kinase	COG:COG2145, COG:H, EC:2.7.1.50, GO:0000287, GO:0004417, GO:0005524, GO:0009228, GO:0009229, GO:0016310, SO:0001217, UniRef:UniRef50_Q97RS6, UniRef:UniRef90_Q97RS6
contig_1	cds	1152817	1153485	-	LCCHNM_05805	tenA	Aminopyrimidine aminohydrolase TenA (thiamine salvage pathway)	COG:COG0819, COG:H, RefSeq:WP_049492273.1, SO:0001217, UniParc:UPI00066DDCC6, UniRef:UniRef100_A0A3R9IGS5, UniRef:UniRef50_A0A064BYV9, UniRef:UniRef90_A0A064BYV9
contig_1	ncRNA-region	1153701	1153789	-			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	1153937	1155073	-	LCCHNM_05810	lctO	L-lactate oxidase	COG:CIR, COG:COG1304, RefSeq:WP_061587749.1, SO:0001217, UniParc:UPI0007798852, UniRef:UniRef100_A0A428D8U5, UniRef:UniRef50_O33655, UniRef:UniRef90_F2QEJ5
contig_1	cds	1155289	1155969	+	LCCHNM_05815	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, SO:0001217, UniRef:UniRef50_A0A0F2DCM0, UniRef:UniRef90_A0A0F2DCM0
contig_1	cds	1155929	1156606	+	LCCHNM_05820	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, SO:0001217, UniRef:UniRef50_A0A4L4DYE1, UniRef:UniRef90_A0A4L4DYE1
contig_1	cds	1156607	1157365	+	LCCHNM_05825	glnQ	ABC-type polar amino acid transport system, ATPase component	COG:COG1126, COG:E, RefSeq:WP_125448134.1, SO:0001217, UniParc:UPI000F677AA1, UniRef:UniRef100_A0A3R9HRG7, UniRef:UniRef50_A0A011P8P7, UniRef:UniRef90_A0A139Q814
contig_1	cds	1157377	1158243	+	LCCHNM_05830	glnH	ABC transporter glutamine-binding protein GlnH	RefSeq:WP_020900138.1, SO:0001217, UniParc:UPI00035A844B, UniRef:UniRef100_A0A139QCV1, UniRef:UniRef50_A0A086ZEP0, UniRef:UniRef90_A0A0F3HM84
contig_1	cds	1158306	1158938	-	LCCHNM_05835	pyrE	Orotate phosphoribosyltransferase	COG:COG0461, COG:F, EC:2.4.2.10, GO:0000287, GO:0004588, GO:0006222, GO:0019856, GO:0044205, SO:0001217, UniRef:UniRef50_P0CB78, UniRef:UniRef90_Q04LJ2
contig_1	cds	1158978	1159673	-	LCCHNM_05840	pyrF	orotidine-5'-phosphate decarboxylase	COG:COG0284, COG:F, EC:4.1.1.23, GO:0004590, GO:0006207, GO:0044205, SO:0001217, UniRef:UniRef50_P0CB75, UniRef:UniRef90_P0CB75
contig_1	ncRNA-region	1159724	1159828	-			PyrR binding site	RFAM:RF00515, SO:0005836
contig_1	cds	1159906	1161159	-	LCCHNM_05845		Cell division protein DivIB	SO:0001217, UniRef:UniRef50_Q8DQM0, UniRef:UniRef90_A0A7G1J055
contig_1	cds	1161169	1162227	-	LCCHNM_05850	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	COG:COG0707, COG:M, EC:2.4.1.227, GO:0005886, GO:0005975, GO:0007049, GO:0008360, GO:0009252, GO:0030259, GO:0050511, GO:0051301, GO:0051991, GO:0071555, SO:0001217, UniRef:UniRef50_Q1JG11, UniRef:UniRef90_Q04LK0
contig_1	cds	1162229	1163581	-	LCCHNM_05855	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	COG:COG0771, COG:M, EC:6.3.2.9, GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0008764, GO:0009252, GO:0051301, GO:0071555, SO:0001217, UniRef:UniRef50_Q97RU8, UniRef:UniRef90_Q97RU8
contig_1	cds	1163682	1164326	-	LCCHNM_05860	lolD	ABC-type lipoprotein export system, ATPase component	COG:COG1136, COG:M, SO:0001217, UniRef:UniRef50_A0A0Z8G405, UniRef:UniRef90_A0A4J2B6M2
contig_1	cds	1164328	1166349	-	LCCHNM_05865		DUF1430 domain-containing protein	COG:COG4652, COG:S, RefSeq:WP_000732399.1, SO:0001217, UniParc:UPI0001E537E5, UniRef:UniRef100_UPI0001E537E5, UniRef:UniRef50_A0A0F2D681, UniRef:UniRef90_A0A3R9M375
contig_1	cds	1166719	1166973	-	LCCHNM_05870		DUF3165 domain-containing protein	SO:0001217, UniRef:UniRef50_E8K1I4
contig_1	cds	1166993	1167844	-	LCCHNM_05875		EFG-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6N8IAW8, UniRef:UniRef90_A0A6N8IAW8
contig_1	cds	1167841	1168206	-	LCCHNM_05880		hypothetical protein	PFAM:PF03144.28
contig_1	cds	1168224	1168832	-	LCCHNM_05885		(pseudo) Elongation factor Tu family protein	SO:0001217, UniRef:UniRef50_A5M6W9, UniRef:UniRef90_A5M6W9
contig_1	cds	1168994	1169719	+	LCCHNM_05890	rsuA	Pseudouridylate synthase RsuA, specific for 16S rRNA U516 and 23S rRNA U2605	COG:COG1187, COG:J, SO:0001217, UniRef:UniRef50_F2QEK3, UniRef:UniRef90_A0A150NNA0
contig_1	cds	1169762	1169998	-	LCCHNM_05895		DUF4190 domain-containing protein	RefSeq:WP_084951050.1, SO:0001217, UniParc:UPI000A1231EA, UniRef:UniRef100_A0A1X1KGJ9, UniRef:UniRef50_F9PTS0, UniRef:UniRef90_A0A0M4JUT0
contig_1	cds	1170087	1170467	-	LCCHNM_05900	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, RefSeq:WP_000259256.1, SO:0001217, UniParc:UPI0000051539, UniRef:UniRef100_A0A1S9ZS96, UniRef:UniRef50_A0A2D4DPL3, UniRef:UniRef90_A0A0F3HGR2
contig_1	cds	1170467	1170697	-	LCCHNM_05905		DUF910 domain-containing protein	RefSeq:WP_001808324.1, SO:0001217, UniParc:UPI0000E11B7B, UniRef:UniRef100_A0A0F2DQ34, UniRef:UniRef50_C0M685, UniRef:UniRef90_F9HP30
contig_1	cds	1170784	1171380	-	LCCHNM_05910		DNA-binding response regulator	RefSeq:WP_000698198.1, SO:0001217, UniParc:UPI00025AA865, UniRef:UniRef100_A0A081QZE3, UniRef:UniRef50_F8LLC4, UniRef:UniRef90_V8BH69
contig_1	cds	1171361	1172935	-	LCCHNM_05915		ATP-binding protein	KEGG:K14988, SO:0001217, UniRef:UniRef50_M9QZ32, UniRef:UniRef90_M9QZ32
contig_1	cds	1173016	1175031	-	LCCHNM_05920		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A0S2IJK5, UniRef:UniRef90_A0A0S2IJK5
contig_1	cds	1175044	1175781	-	LCCHNM_05925		Antimicrobial peptide ABC transporter ATPase	SO:0001217, UniRef:UniRef50_A0A0Z8GAY1, UniRef:UniRef90_A0A0U0PIH3
contig_1	cds	1175909	1176016	-	LCCHNM_05930		QVPTGV class sortase B protein-sorting domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0T8BKP4
contig_1	cds	1176099	1176224	-	LCCHNM_05935	slmA	(pseudo) salivaricin M family lantibiotic	SO:0001217, UniRef:UniRef50_E9FQ21, UniRef:UniRef90_A0A3R9IFA3
contig_1	cds	1176714	1177682	+	LCCHNM_05940	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, SO:0001217, UniParc:UPI00025B87BD, UniRef:UniRef100_A0A0Y3KL57, UniRef:UniRef50_Q8DQM9, UniRef:UniRef90_Q8DQM9
contig_1	cds	1177959	1178831	-	LCCHNM_05945		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A5S9M4W5
contig_1	cds	1178837	1179499	-	LCCHNM_05950		ATP-binding cassette domain-containing protein	SO:0001217, UniRef:UniRef50_V8AR60, UniRef:UniRef90_UPI0013E90CE7
contig_1	cds	1179501	1179983	-	LCCHNM_05955	vanZ	VanZ family protein	SO:0001217, UniRef:UniRef50_A3CLL4, UniRef:UniRef90_A0A7X1S1D6
contig_1	cds	1179983	1181068	-	LCCHNM_05960	rlmN	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	COG:COG0820, COG:J, EC:2.1.1.192, GO:0000049, GO:0002935, GO:0005737, GO:0019843, GO:0046872, GO:0051539, GO:0070040, GO:0070475, SO:0001217, UniRef:UniRef50_Q8Y9P2, UniRef:UniRef90_Q97RN5
contig_1	cds	1181089	1181637	-	LCCHNM_05965		Transcriptional regulator	SO:0001217, UniRef:UniRef50_T1ZFB2, UniRef:UniRef90_A0A0H2UPA1
contig_1	cds	1181794	1182399	-	LCCHNM_05970	sodA	Superoxide dismutase [Mn]	COG:COG0605, COG:P, EC:1.15.1.1, GO:0004784, GO:0046872, KEGG:K04564, SO:0001217, UniParc:UPI0021B7112E, UniRef:UniRef100_UPI0021B7112E, UniRef:UniRef50_P0A4J6, UniRef:UniRef90_P0A4J6
contig_1	cds	1182727	1183764	-	LCCHNM_05975	holA	DNA polymerase III subunit delta	COG:COG1466, COG:L, SO:0001217, UniRef:UniRef50_A3CLU9, UniRef:UniRef90_E9FKX3
contig_1	cds	1183798	1184733	-	LCCHNM_05980	pyrD	dihydroorotate oxidase	COG:COG0167, COG:F, SO:0001217, UniRef:UniRef50_P28272, UniRef:UniRef90_F2CG14
contig_1	cds	1184959	1186305	+	LCCHNM_05985	gdhA	NADP-specific glutamate dehydrogenase	COG:COG0334, COG:E, SO:0001217, UniRef:UniRef50_A0A7H9CIU4, UniRef:UniRef90_A0A1S0Z9K4
contig_1	cds	1186400	1187044	-	LCCHNM_05990		HTH-type transcriptional repressor Bm3R1	SO:0001217, UniRef:UniRef50_S3AL38, UniRef:UniRef90_A0A0F2DEZ1
contig_1	cds	1187061	1188065	-	LCCHNM_05995		Zinc-binding oxidoreductase	SO:0001217, UniRef:UniRef50_S3AHB8, UniRef:UniRef90_A0A4V0EMW2
contig_1	cds	1188391	1188846	-	LCCHNM_06000		Zinc ribbon domain-containing protein	SO:0001217, UniRef:UniRef50_I0Q3D7, UniRef:UniRef90_I0Q3D7
contig_1	cds	1188847	1189488	-	LCCHNM_06005		Zinc ribbon domain-containing protein	SO:0001217, UniRef:UniRef50_J0YJJ2
contig_1	cds	1189669	1189773	-	LCCHNM_06010		hypothetical protein	
